codigo_ine,nome,municipio,populacao
130741,Vila Boa de Quires e Maureles,Marco de Canaveses,3460
130742,Paços de Gaiolo,Marco de Canaveses,833
130743,Penha Longa,Marco de Canaveses,1690
130815,Custóias,Matosinhos,17935
130816,Guifões,Matosinhos,9019
130817,Lavra,Matosinhos,10968
130818,Leça da Palmeira,Matosinhos,19000
130819,Leça do Balio,Matosinhos,17091
130820,Matosinhos,Matosinhos,30034
130821,Perafita,Matosinhos,13311
130822,Santa Cruz do Bispo,Matosinhos,5367
130823,São Mamede de Infesta,Matosinhos,22844
130824,Senhora da Hora,Matosinhos,26988
130902,Carvalhosa,Paços de Ferreira,4514
130904,Eiriz,Paços de Ferreira,2181
130905,Ferreira,Paços de Ferreira,4244
130906,Figueiró,Paços de Ferreira,2477
130908,Freamunde,Paços de Ferreira,7557
130910,Meixomil,Paços de Ferreira,3749
130913,Penamaior,Paços de Ferreira,3586
130914,Raimonda,Paços de Ferreira,2491
130916,Seroa,Paços de Ferreira,3756
130920,Arreigada,Paços de Ferreira,1815
130921,Codessos,Paços de Ferreira,1004
130922,Frazão,Paços de Ferreira,4012
130923,Lamoso,Paços de Ferreira,1581
130924,Modelos,Paços de Ferreira,1425
130925,Paços de Ferreira,Paços de Ferreira,8244
130926,Sanfins de Ferreira,Paços de Ferreira,2959
131001,Aguiar de Sousa,Paredes,1582
131002,Astromil,Paredes,1067
131003,Baltar,Paredes,4720
131004,Beire,Paredes,2011
131008,Cete,Paredes,3091
131009,Cristelo,Paredes,1761
131010,Duas Igrejas,Paredes,3649
131011,Gandra,Paredes,6966
131013,Lordelo,Paredes,9106
131014,Louredo,Paredes,1384
131017,Parada de Todeia,Paredes,1792
131018,Rebordosa,Paredes,8496
131019,Recarei,Paredes,4479
131020,Sobreira,Paredes,4122
131021,Sobrosa,Paredes,2497
131022,Vandoma,Paredes,2306
131024,Vilela,Paredes,4739
131025,Paredes,Paredes,20586
131101,Abragão,Penafiel,2311
131102,Boelhe,Penafiel,1532
131103,Bustelo,Penafiel,1682
131104,Cabeça Santa,Penafiel,2354
131105,Canelas,Penafiel,1579
131106,Capela,Penafiel,964
131107,Castelões,Penafiel,1364
131108,Croca,Penafiel,1792
131109,Duas Igrejas,Penafiel,2255
131110,Eja,Penafiel,863
131112,Fonte Arcada,Penafiel,1459
131113,Galegos,Penafiel,2584
131115,Irivo,Penafiel,2100
131121,Oldrões,Penafiel,1954
131122,Paço de Sousa,Penafiel,3838
131125,Perozelo,Penafiel,1317
131128,Rans,Penafiel,1804
131129,Rio de Moinhos,Penafiel,2536
131132,Recezinhos (São Mamede),Penafiel,1364
131133,Recezinhos (São Martinho),Penafiel,1708
131134,Sebolido,Penafiel,823
131136,Valpedre,Penafiel,1508
131138,Rio Mau,Penafiel,1340
131139,Penafiel,Penafiel,15676
131140,Luzim e Vila Cova,Penafiel,1539
131141,Guilhufe e Urrô,Penafiel,3845
131142,Lagares e Figueira,Penafiel,2780
131143,Termas de São Vicente,Penafiel,4758
131202,Bonfim,Porto,22978
131203,Campanhã,Porto,29666
131210,Paranhos,Porto,45883
131211,Ramalde,Porto,38847
131216,"Aldoar, Foz do Douro e Nevogilde",Porto,29085
131217,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,37430
131218,Lordelo do Ouro e Massarelos,Porto,27911
131305,Balazar,Póvoa de Varzim,2482
131307,Estela,Póvoa de Varzim,2287
131308,Laundos,Póvoa de Varzim,1937
131311,Rates,Póvoa de Varzim,2472
131316,Aguçadoura,Póvoa de Varzim,4018
131317,Amorim,Póvoa de Varzim,2873
131318,Argivai,Póvoa de Varzim,2249
131319,Aver-o-Mar,Póvoa de Varzim,8886
131320,Beiriz,Póvoa de Varzim,3949
131321,Navais,Póvoa de Varzim,1371
131322,Póvoa de Varzim,Póvoa de Varzim,29237
131323,Terroso,Póvoa de Varzim,2494
131401,Agrela,Santo Tirso,1486
131402,Água Longa,Santo Tirso,2341
131405,Aves,Santo Tirso,7946
131413,Monte Córdova,Santo Tirso,3848
131416,Rebordões,Santo Tirso,3130
131418,Reguenga,Santo Tirso,1427
131419,Roriz,Santo Tirso,3308
131430,Negrelos (São Tomé),Santo Tirso,3755
131432,Vilarinho,Santo Tirso,3587
131433,"Areias, Sequeiró, Lama e Palmeira",Santo Tirso,6369
131434,Vila Nova do Campo,Santo Tirso,6315
131435,Carreira e Refojos de Riba de Ave,Santo Tirso,2040
131436,Lamelas e Guimarei,Santo Tirso,1567
131437,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Santo Tirso,20590
131501,Alfena,Valongo,14438
131503,Ermesinde,Valongo,39076
131505,Valongo,Valongo,25882
131507,Campo,Valongo,8808
131508,Sobrado,Valongo,6468
131602,Árvore,Vila do Conde,5569
131603,Aveleda,Vila do Conde,1224
131604,Azurara,Vila do Conde,2367
131607,Fajozes,Vila do Conde,1637
131610,Gião,Vila do Conde,1659
131611,Guilhabreu,Vila do Conde,2190
131612,Junqueira,Vila do Conde,1917
131613,Labruge,Vila do Conde,3000
131614,Macieira da Maia,Vila do Conde,2491
131616,Mindelo,Vila do Conde,3988
131617,Modivas,Vila do Conde,1764
131627,Vila Chã,Vila do Conde,3404
131628,Vila do Conde,Vila do Conde,29328
131630,Vilar de Pinheiro,Vila do Conde,2562
131631,"Bagunte, Ferreiró, Outeiro Maior e Parada",Vila do Conde,2662
131636,Touguinha e Touguinhó,Vila do Conde,3346
131637,Vilar e Mosteiró,Vila do Conde,2398
131638,Arcos,Vila do Conde,753
131639,Canidelo,Vila do Conde,886
131640,Fornelo,Vila do Conde,1248
131641,Malta,Vila do Conde,1335
131642,Retorta,Vila do Conde,1254
131643,Rio Mau,Vila do Conde,1890
131644,Tougues,Vila do Conde,790
131645,Vairão,Vila do Conde,1163
131701,Arcozelo,Vila Nova de Gaia,15144
131702,Avintes,Vila Nova de Gaia,10836
131703,Canelas,Vila Nova de Gaia,13918
131704,Canidelo,Vila Nova de Gaia,28054
131709,Madalena,Vila Nova de Gaia,10551
131712,Oliveira do Douro,Vila Nova de Gaia,22615
131717,São Félix da Marinha,Vila Nova de Gaia,13560
131723,Vilar de Andorinho,Vila Nova de Gaia,18003
131732,Crestuma,Vila Nova de Gaia,2373
131733,Grijó,Vila Nova de Gaia,10626
131734,Gulpilhares,Vila Nova de Gaia,11664
131735,Lever,Vila Nova de Gaia,2614
131736,Mafamude,Vila Nova de Gaia,38859
131737,Olival,Vila Nova de Gaia,5508
131738,Pedroso,Vila Nova de Gaia,18409
131739,Perosinho,Vila Nova de Gaia,6142
131740,Sandim,Vila Nova de Gaia,5461
131741,Santa Marinha,Vila Nova de Gaia,30315
131742,São Pedro da Afurada,Vila Nova de Gaia,3717
131743,Seixezelo,Vila Nova de Gaia,1817
131744,Sermonde,Vila Nova de Gaia,1392
131745,Serzedo,Vila Nova de Gaia,7603
131746,Valadares,Vila Nova de Gaia,10658
131747,Vilar do Paraíso,Vila Nova de Gaia,13985
131806,Covelas,Trofa,1463
131808,Muro,Trofa,1838
131810,Bougado (São Martinho e Santiago),Trofa,21374
131811,Coronado (São Romão e São Mamede),Trofa,9147
131812,Alvarelhos,Trofa,3127
131813,Guidões,Trofa,1642
140104,Bemposta,Abrantes,1459
140105,Martinchel,Abrantes,488
140106,Mouriscas,Abrantes,1480
140107,Pego,Abrantes,2175
140108,Rio de Moinhos,Abrantes,952
140115,Tramagal,Abrantes,2836
140118,Fontes,Abrantes,469
140119,Carvalhal,Abrantes,531
140120,Abrantes (São Vicente e São João) e Alferrarede,Abrantes,16123
140121,Aldeia do Mato e Souto,Abrantes,676
140122,Alvega e Concavada,Abrantes,1771
140123,São Facundo e Vale das Mós,Abrantes,1265
140124,São Miguel do Rio Torto e Rossio ao Sul do Tejo,Abrantes,4104
140202,Bugalhos,Alcanena,963
140206,Minde,Alcanena,2908
140207,Moitas Venda,Alcanena,781
140208,Monsanto,Alcanena,700
140209,Serra de Santo António,Alcanena,633
140211,Alcanena e Vila Moreira,Alcanena,4854
140212,"Malhou, Louriceira e Espinheiro",Alcanena,1633
140301,Almeirim,Almeirim,12368
140302,Benfica do Ribatejo,Almeirim,2795
140303,Fazendas de Almeirim,Almeirim,6352
140304,Raposa,Almeirim,497
140401,Alpiarça,Alpiarça,6975
140501,Benavente,Benavente,9385
140502,Samora Correia,Benavente,17698
140503,Santo Estêvão,Benavente,1988
140504,Barrosa,Benavente,638
140604,Pontével,Cartaxo,4360
140605,Valada,Cartaxo,683
140607,Vila Chã de Ourique,Cartaxo,2469
140608,Vale da Pedra,Cartaxo,1646
140609,Cartaxo e Vale da Pinta,Cartaxo,12302
140610,Ereira e Lapa,Cartaxo,1726
140704,Ulme,Chamusca,1000
140705,Vale de Cavalos,Chamusca,814
140707,Carregueira,Chamusca,1740
140708,Chamusca e Pinheiro Grande,Chamusca,3714
140709,Parreira e Chouto,Chamusca,1262
140801,Constância,Constância,958
140802,Montalvo,Constância,1239
140803,Santa Margarida da Coutada,Constância,1601
140902,Couço,Coruche,2271
140903,São José da Lamarosa,Coruche,1464
140905,Branca,Coruche,1302
140907,Biscainho,Coruche,960
140908,Santana do Mato,Coruche,945
140910,Coruche,Coruche,8048
140911,Erra,Coruche,787
140912,Fajarda,Coruche,1578
141001,São João Baptista,Entroncamento,7292
141002,Nossa Senhora de Fátima,Entroncamento,12849
141101,Águas Belas,Ferreira do Zêzere,1139
141103,Beco,Ferreira do Zêzere,753
141104,Chãos,Ferreira do Zêzere,465
141106,Ferreira do Zêzere,Ferreira do Zêzere,2314
141107,Igreja Nova do Sobral,Ferreira do Zêzere,583
141110,Nossa Senhora do Pranto,Ferreira do Zêzere,993
141111,Areias e Pias,Ferreira do Zêzere,1553
141201,Azinhaga,Golegã,1414
141202,Golegã,Golegã,3591
141203,Pombalinho,Golegã,395
141302,Amêndoa,Mação,387
141303,Cardigos,Mação,965
141304,Carvoeiro,Mação,519
141305,Envendos,Mação,804
141307,Ortiga,Mação,534
141309,"Mação, Penhascoso e Aboboreira",Mação,3193
141401,Alcobertas,Rio Maior,1735
141402,Arrouquelas,Rio Maior,634
141405,Fráguas,Rio Maior,817
141408,Rio Maior,Rio Maior,12516
141410,Asseiceira,Rio Maior,1124
141411,São Sebastião,Rio Maior,462
141415,Azambujeira e Malaqueijo,Rio Maior,797
141416,Marmeleira e Assentiz,Rio Maior,792
141417,Outeiro da Cortiçada e Arruda dos Pisões,Rio Maior,957
141418,São João da Ribeira e Ribeira de São João,Rio Maior,1170
141502,Marinhais,Salvaterra de Magos,6259
141503,Muge,Salvaterra de Magos,1188
141509,Foros de Salvaterra,Salvaterra de Magos,4897
141510,Glória do Ribatejo,Salvaterra de Magos,2883
141511,Granho,Salvaterra de Magos,845
141512,Salvaterra de Magos,Salvaterra de Magos,5535
141601,Abitureiras,Santarém,888
141602,Abrã,Santarém,980
141604,Alcanede,Santarém,3970
141605,Alcanhões,Santarém,1344
141606,Almoster,Santarém,1603
141607,Amiais de Baixo,Santarém,1616
141608,Arneiro das Milhariças,Santarém,738
141613,Moçarria,Santarém,965
141614,Pernes,Santarém,1246
141616,Póvoa da Isenta,Santarém,1045
141625,Vale de Santarém,Santarém,2755
141628,Gançaria,Santarém,485
141629,"Achete, Azoia de Baixo e Póvoa de Santarém",Santarém,2744
141630,Azoia de Cima e Tremês,Santarém,2154
141631,Casével e Vaqueiros,Santarém,1037
141632,Romeira e Várzea,Santarém,2450
141633,freguesias da cidade de Santarém,Santarém,30017
141635,São Vicente do Paul,Santarém,1616
141636,Vale de Figueira,Santarém,1009
141701,Alcaravela,Sardoal,779
141702,Santiago de Montalegre,Sardoal,208
141703,Sardoal,Sardoal,2151
141704,Valhascos,Sardoal,375
141802,Asseiceira,Tomar,2439
141804,Carregueiros,Tomar,1067
141808,Olalhas,Tomar,1216
141809,Paialvo,Tomar,2234
141813,São Pedro de Tomar,Tomar,2681
141814,Sabacheira,Tomar,844
141817,Além da Ribeira e Pedreira,Tomar,1080
141818,Casais e Alviobeira,Tomar,2528
141819,Madalena e Beselga,Tomar,3421
141821,Tomar (São João Baptista) e Santa Maria dos Olivais,Tomar,16932
141822,Junceira,Tomar,855
141823,Serra,Tomar,1116
141902,Assentiz,Torres Novas,2600
141904,Chancelaria,Torres Novas,1428
141909,Pedrógão,Torres Novas,1757
141910,Riachos,Torres Novas,4990
141916,Zibreira,Torres Novas,940
141917,Meia Via,Torres Novas,1666
141918,"Brogueira, Parceiros de Igreja e Alcorochel",Torres Novas,2602
141919,Olaia e Paço,Torres Novas,2021
141920,"Torres Novas (Santa Maria, Salvador e Santiago)",Torres Novas,8087
141921,"Torres Novas (São Pedro), Lapas e Ribeira Branca",Torres Novas,8020
142001,Atalaia,Vila Nova da Barquinha,1734
142002,Praia do Ribatejo,Vila Nova da Barquinha,1448
142003,Tancos,Vila Nova da Barquinha,190
142006,Vila Nova da Barquinha,Vila Nova da Barquinha,3644
142101,Alburitel,Ourém,1060
142102,Atouguia,Ourém,2087
142104,Caxarias,Ourém,2136
142105,Espite,Ourém,986
142106,Fátima,Ourém,13212
142111,Nossa Senhora das Misericórdias,Ourém,4655
142113,Seiça,Ourém,1879
142114,Urqueira,Ourém,1401
142115,Nossa Senhora da Piedade,Ourém,7250
142119,"Freixianda, Ribeira do Fárrio e Formigais",Ourém,3226
142123,Casal dos Bernardos,Ourém,797
142124,Cercal,Ourém,691
142125,Gondemaria,Ourém,991
142126,Matas,Ourém,927
142127,Olival,Ourém,1745
142128,Rio de Couros,Ourém,1495
150104,Torrão,Alcácer do Sal,1936
150105,São Martinho,Alcácer do Sal,349
150106,Comporta,Alcácer do Sal,1094
150108,Alcácer do Sal (Santa Maria do Castelo),Alcácer do Sal,3409
150109,Alcácer do Sal (Santiago),Alcácer do Sal,4053
150110,Santa Susana,Alcácer do Sal,271
150201,Alcochete,Alcochete,13228
150202,Samouco,Alcochete,3344
150203,São Francisco,Alcochete,2571
150303,Costa da Caparica,Almada,13968
150312,"Almada, Cova da Piedade, Pragal e Cacilhas",Almada,48608
150313,Caparica e Trafaria,Almada,26345
150314,Charneca de Caparica e Sobreda,Almada,48733
150315,Laranjeiro e Feijó,Almada,39584
150407,Santo António da Charneca,Barreiro,11594
150409,"Alto do Seixalinho, Santo André e Verderena",Barreiro,41296
150410,Barreiro e Lavradio,Barreiro,21813
150411,Palhais e Coina,Barreiro,3642
150501,Azinheira dos Barros e São Mamede do Sádão,Grândola,543
150503,Melides,Grândola,1459
150505,Carvalhal,Grândola,1518
150506,Grândola e Santa Margarida da Serra,Grândola,10302
150601,Alhos Vedros,Moita,16146
150603,Moita,Moita,17728
150607,Baixa da Banheira e Vale da Amoreira,Moita,30089
150608,Gaio-Rosário e Sarilhos Pequenos,Moita,2292
150701,Canha,Montijo,1566
150704,Sarilhos Grandes,Montijo,3243
150709,Atalaia e Alto Estanqueiro-Jardia,Montijo,5379
150710,Montijo e Afonsoeiro,Montijo,41404
150711,Pegões,Montijo,4090
150802,Palmela,Palmela,18790
150803,Pinhal Novo,Palmela,26989
150804,Quinta do Anjo,Palmela,14262
150806,Poceirão e Marateca,Palmela,8811
150901,Abela,Santiago do Cacém,836
150902,Alvalade,Santiago do Cacém,1803
150903,Cercal,Santiago do Cacém,2954
150904,Ermidas-Sado,Santiago do Cacém,2071
150907,Santo André,Santiago do Cacém,10309
150910,São Francisco da Serra,Santiago do Cacém,737
150912,"Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra",Santiago do Cacém,7892
150914,São Domingos,Santiago do Cacém,670
150915,Vale de Água,Santiago do Cacém,500
151002,Amora,Seixal,49345
151005,Corroios,Seixal,50806
151006,Fernão Ferro,Seixal,20754
151008,Arrentela,Seixal,28825
151009,Paio Pires,Seixal,13623
151010,Seixal,Seixal,3154
151101,Sesimbra (Castelo),Sesimbra,20212
151102,Sesimbra (Santiago),Sesimbra,4083
151103,Quinta do Conde,Sesimbra,28089
151205,Setúbal (São Sebastião),Setúbal,52627
151207,Gâmbia-Pontes-Alto da Guerra,Setúbal,6809
151208,Sado,Setúbal,5357
151209,Azeitão (São Lourenço e São Simão),Setúbal,20946
151210,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",Setúbal,37757
151301,Sines,Sines,13107
151302,Porto Covo,Sines,1091
160101,Aboim das Choças,Arcos de Valdevez,295
160102,Aguiã,Arcos de Valdevez,707
160104,Ázere,Arcos de Valdevez,207
160105,Cabana Maior,Arcos de Valdevez,177
160106,Cabreiro,Arcos de Valdevez,324
160108,Cendufe,Arcos de Valdevez,308
160109,Couto,Arcos de Valdevez,646
160113,Gavieira,Arcos de Valdevez,258
160115,Gondoriz,Arcos de Valdevez,861
160121,Miranda,Arcos de Valdevez,245
160122,Monte Redondo,Arcos de Valdevez,196
160123,Oliveira,Arcos de Valdevez,327
160124,Paçô,Arcos de Valdevez,970
160125,Padroso,Arcos de Valdevez,197
160128,Prozelo,Arcos de Valdevez,815
160130,Rio Frio,Arcos de Valdevez,536
160131,Rio de Moinhos,Arcos de Valdevez,433
160133,Sabadim,Arcos de Valdevez,410
160142,Jolda (São Paio),Arcos de Valdevez,316
160144,Senharei,Arcos de Valdevez,164
160145,Sistelo,Arcos de Valdevez,199
160146,Soajo,Arcos de Valdevez,670
160149,Vale,Arcos de Valdevez,662
160152,Alvora e Loureda,Arcos de Valdevez,378
160153,Arcos de Valdevez (São Paio) e Giela,Arcos de Valdevez,1676
160154,"Arcos de Valdevez (Salvador), Vila Fonche e Parada",Arcos de Valdevez,2754
160155,Eiras e Mei,Arcos de Valdevez,322
160156,Grade e Carralcova,Arcos de Valdevez,450
160157,Guilhadeses e Santar,Arcos de Valdevez,1172
160158,Jolda (Madalena) e Rio Cabrão,Arcos de Valdevez,421
160159,Padreiro (Salvador e Santa Cristina),Arcos de Valdevez,349
160160,Portela e Extremo,Arcos de Valdevez,323
160161,São Jorge e Ermelo,Arcos de Valdevez,713
160162,Souto e Tabaçô,Arcos de Valdevez,913
160163,Távora (Santa Maria e São Vicente),Arcos de Valdevez,848
160164,"Vilela, São Cosme e São Damião e Sá",Arcos de Valdevez,476
160201,Âncora,Caminha,1186
160205,Argela,Caminha,375
160209,Dem,Caminha,309
160211,Lanhelas,Caminha,897
160214,Riba de Âncora,Caminha,680
160215,Seixas,Caminha,1413
160217,Vila Praia de Âncora,Caminha,4623
160218,Vilar de Mouros,Caminha,725
160220,Vile,Caminha,288
160221,"Arga (Baixo, Cima e São João)",Caminha,159
160222,Caminha (Matriz) e Vilarelho,Caminha,2373
160223,Gondar e Orbacém,Caminha,398
160224,Moledo e Cristelo,Caminha,1490
160225,Venade e Azevedo,Caminha,881
160301,Alvaredo,Melgaço,492
160304,Cousso,Melgaço,239
160305,Cristoval,Melgaço,422
160307,Fiães,Melgaço,146
160308,Gave,Melgaço,180
160311,Paderne,Melgaço,1030
160313,Penso,Melgaço,445
160317,São Paio,Melgaço,535
160319,Castro Laboreiro e Lamas de Mouro,Melgaço,503
160320,Chaviães e Paços,Melgaço,559
160321,Parada do Monte e Cubalhão,Melgaço,477
160322,Prado e Remoães,Melgaço,445
160323,Vila e Roussas,Melgaço,2300
160401,Abedim,Monção,191
160404,Barbeita,Monção,923
160405,Barroças e Taias,Monção,279
160406,Bela,Monção,596
160407,Cambeses,Monção,496
160410,Lara,Monção,255
160411,Longos Vales,Monção,863
160415,Merufe,Monção,864
160418,Moreira,Monção,572
160420,Pias,Monção,763
160421,Pinheiros,Monção,319
160422,Podame,Monção,265
160423,Portela,Monção,202
160424,Riba de Mouro,Monção,802
160427,Segude,Monção,320
160428,Tangil,Monção,629
160431,Trute,Monção,246
160434,Anhões e Luzio,Monção,196
160435,Ceivães e Badim,Monção,553
160436,Mazedo e Cortes,Monção,3817
160437,"Messegães, Valadares e Sá",Monção,553
160438,Monção e Troviscoso,Monção,3277
160439,"Sago, Lordelo e Parada",Monção,381
160440,Troporiz e Lapela,Monção,454
160501,Agualonga,Paredes de Coura,263
160503,Castanheira,Paredes de Coura,637
160505,Coura,Paredes de Coura,330
160507,Cunha,Paredes de Coura,459
160510,Infesta,Paredes de Coura,413
160513,Mozelos,Paredes de Coura,343
160514,Padornelo,Paredes de Coura,412
160515,Parada,Paredes de Coura,278
160519,Romarigães,Paredes de Coura,224
160520,Rubiães,Paredes de Coura,493
160521,Vascões,Paredes de Coura,218
160522,Bico e Cristelo,Paredes de Coura,734
160523,Cossourado e Linhares,Paredes de Coura,509
160524,Formariz e Ferreira,Paredes de Coura,915
160525,Insalde e Porreiras,Paredes de Coura,393
160526,Paredes de Coura e Resende,Paredes de Coura,2011
160601,Azias,Ponte da Barca,303
160602,Boivães,Ponte da Barca,266
160603,Bravães,Ponte da Barca,600
160604,Britelo,Ponte da Barca,379
160606,Cuide de Vila Verde,Ponte da Barca,311
160611,Lavradas,Ponte da Barca,826
160612,Lindoso,Ponte da Barca,373
160613,Nogueira,Ponte da Barca,374
160614,Oleiros,Ponte da Barca,447
160619,Sampriz,Ponte da Barca,307
160623,Vade (São Pedro),Ponte da Barca,240
160624,Vade (São Tomé),Ponte da Barca,295
160626,"Crasto, Ruivos e Grovelas",Ponte da Barca,766
160627,"Entre Ambos-os-Rios, Ermida e Germil",Ponte da Barca,498
160628,"Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",Ponte da Barca,4192
160629,Touvedo (São Lourenço e Salvador),Ponte da Barca,327
160630,Vila Chã (São João Baptista e Santiago),Ponte da Barca,540
160701,Anais,Ponte de Lima,1027
160703,São Pedro d'Arcos,Ponte de Lima,602
160704,Arcozelo,Ponte de Lima,3562
160707,Beiral do Lima,Ponte de Lima,576
160708,Bertiandos,Ponte de Lima,360
160709,Boalhosa,Ponte de Lima,117
160710,Brandara,Ponte de Lima,420
160713,Calheiros,Ponte de Lima,930
160714,Calvelo,Ponte de Lima,617
160716,Correlhã,Ponte de Lima,2787
160717,Estorãos,Ponte de Lima,408
160718,Facha,Ponte de Lima,1390
160719,Feitosa,Ponte de Lima,1865
160721,Fontão,Ponte de Lima,1090
160724,Friastelas,Ponte de Lima,430
160726,Gandra,Ponte de Lima,1065
160727,Gemieira,Ponte de Lima,597
160728,Gondufe,Ponte de Lima,361
160729,Labruja,Ponte de Lima,383
160734,Poiares,Ponte de Lima,737
160737,Refóios do Lima,Ponte de Lima,1978
160739,Ribeira,Ponte de Lima,1846
160740,Sá,Ponte de Lima,343
160742,Santa Comba,Ponte de Lima,591
160743,Santa Cruz do Lima,Ponte de Lima,401
160744,Rebordões (Santa Maria),Ponte de Lima,969
160745,Seara,Ponte de Lima,694
160746,Serdedelo,Ponte de Lima,418
160747,Rebordões (Souto),Ponte de Lima,1011
160750,Vitorino das Donas,Ponte de Lima,979
160752,Arca e Ponte de Lima,Ponte de Lima,3925
160753,"Ardegão, Freixo e Mato",Ponte de Lima,1551
160755,Bárrio e Cepões,Ponte de Lima,786
160756,Cabaços e Fojo Lobal,Ponte de Lima,818
160757,Cabração e Moreira do Lima,Ponte de Lima,899
160758,Fornelos e Queijada,Ponte de Lima,1869
160759,"Labrujó, Rendufe e Vilar do Monte",Ponte de Lima,315
160760,Navió e Vitorino dos Piães,Ponte de Lima,1544
160761,Gaifar,Ponte de Lima,202
160762,Sandiães,Ponte de Lima,406
160763,Vilar das Almas,Ponte de Lima,295
160802,Boivão,Valença,185
160803,Cerdal,Valença,1550
160805,Fontoura,Valença,685
160806,Friestas,Valença,513
160808,Ganfei,Valença,1207
160812,São Pedro da Torre,Valença,1243
160816,Verdoejo,Valença,573
160817,Gandra e Taião,Valença,1391
160818,Gondomil e Sanfins,Valença,418
160819,São Julião e Silva,Valença,600
160820,"Valença, Cristelo Covo e Arão",Valença,5258
160901,Afife,Viana do Castelo,1519
160902,Alvarães,Viana do Castelo,2462
160903,Amonde,Viana do Castelo,231
160904,Anha,Viana do Castelo,2257
160905,Areosa,Viana do Castelo,4698
160908,Carreço,Viana do Castelo,1737
160910,Castelo do Neiva,Viana do Castelo,2719
160911,Darque,Viana do Castelo,8002
160914,Freixieiro de Soutelo,Viana do Castelo,465
160915,Lanheses,Viana do Castelo,1517
160920,Montaria,Viana do Castelo,450
160922,Mujães,Viana do Castelo,1422
160923,São Romão de Neiva,Viana do Castelo,1048
160925,Outeiro,Viana do Castelo,1060
160926,Perre,Viana do Castelo,2772
160928,Santa Marta de Portuzelo,Viana do Castelo,3901
160935,Vila Franca,Viana do Castelo,1686
160938,Vila de Punhe,Viana do Castelo,2064
160940,Chafé,Viana do Castelo,3447
160943,"Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão",Viana do Castelo,3044
160945,"Nogueira, Meixedo e Vilar de Murteda",Viana do Castelo,1433
160946,"Subportela, Deocriste e Portela Susã",Viana do Castelo,2250
160947,Torre e Vila Mou,Viana do Castelo,1092
160948,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,Viana do Castelo,25157
160949,Barroselas,Viana do Castelo,3723
160950,Cardielos,Viana do Castelo,1208
160951,Carvoeiro,Viana do Castelo,978
160952,Mazarefes,Viana do Castelo,1252
160953,Serreleis,Viana do Castelo,942
160954,Vila Fria,Viana do Castelo,1242
161003,Cornes,Vila Nova de Cerveira,489
161004,Covas,Vila Nova de Cerveira,603
161006,Gondarém,Vila Nova de Cerveira,909
161007,Loivo,Vila Nova de Cerveira,834
161009,Mentrestido,Vila Nova de Cerveira,273
161012,Sapardos,Vila Nova de Cerveira,330
161013,Sopo,Vila Nova de Cerveira,497
161016,Campos e Vila Meã,Vila Nova de Cerveira,1751
161017,Candemil e Gondar,Vila Nova de Cerveira,313
161018,Reboreda e Nogueira,Vila Nova de Cerveira,1142
161019,Vila Nova de Cerveira e Lovelhe,Vila Nova de Cerveira,1780
170101,Alijó,Alijó,2584
170107,Favaios,Alijó,937
170108,Pegarinhos,Alijó,394
170109,Pinhão,Alijó,622
170112,Sanfins do Douro,Alijó,1256
170113,Santa Eugénia,Alijó,278
170114,São Mamede de Ribatua,Alijó,586
170116,Vila Chã,Alijó,445
170117,Vila Verde,Alijó,547
170118,Vilar de Maçada,Alijó,816
170120,Carlão e Amieiro,Alijó,627
170121,Castedo e Cotas,Alijó,536
170122,Pópulo e Ribalonga,Alijó,409
170123,"Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas",Alijó,449
170203,Beça,Boticas,778
170208,Covas do Barroso,Boticas,191
170210,Dornelas,Boticas,274
170213,Pinho,Boticas,328
170215,Sapiãos,Boticas,397
170217,Alturas do Barroso e Cerdedo,Boticas,389
170218,Ardãos e Bobadela,Boticas,463
170219,Boticas e Granja,Boticas,1540
170220,"Codessoso, Curros e Fiães do Tâmega",Boticas,257
170221,Vilar e Viveiro,Boticas,383
170301,Águas Frias,Chaves,607
170302,Anelhe,Chaves,444
170305,Bustelo,Chaves,449
170309,Cimo de Vila da Castanheira,Chaves,338
170310,Curalha,Chaves,416
170312,Ervededo,Chaves,595
170313,Faiões,Chaves,831
170314,Lama de Arcos,Chaves,291
170316,Mairos,Chaves,271
170317,Moreiras,Chaves,216
170318,Nogueira da Montanha,Chaves,461
170320,Oura,Chaves,515
170321,Outeiro Seco,Chaves,849
170322,Paradela,Chaves,216
170324,Redondelo,Chaves,455
170327,Sanfins,Chaves,200
170329,Santa Leocádia,Chaves,254
170330,Santo António de Monforte,Chaves,397
170331,Santo Estêvão,Chaves,543
170333,São Pedro de Agostém,Chaves,1323
170334,São Vicente,Chaves,185
170340,Tronco,Chaves,202
170341,Vale de Anta,Chaves,1625
170343,Vila Verde da Raia,Chaves,815
170344,Vilar de Nantes,Chaves,1898
170345,Vilarelho da Raia,Chaves,464
170347,Vilas Boas,Chaves,164
170348,Vilela Seca,Chaves,238
170349,Vilela do Tâmega,Chaves,353
