codigo_ine,nome,municipio,populacao
090322,Casas do Soeiro,Celorico da Beira,468
090323,Açores e Velosa,Celorico da Beira,426
090324,Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego,Celorico da Beira,2067
090325,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",Celorico da Beira,362
090326,Rapa e Cadafaz,Celorico da Beira,242
090403,Castelo Rodrigo,Figueira de Castelo Rodrigo,468
090406,Escalhão,Figueira de Castelo Rodrigo,566
090408,Figueira de Castelo Rodrigo,Figueira de Castelo Rodrigo,1952
090410,Mata de Lobos,Figueira de Castelo Rodrigo,287
090415,Vermiosa,Figueira de Castelo Rodrigo,360
090418,"Algodres, Vale de Afonsinho e Vilar de Amargo",Figueira de Castelo Rodrigo,431
090419,Almofala e Escarigo,Figueira de Castelo Rodrigo,180
090420,Cinco Vilas e Reigada,Figueira de Castelo Rodrigo,321
090421,"Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia",Figueira de Castelo Rodrigo,387
090422,Colmeal e Vilar Torpim,Figueira de Castelo Rodrigo,196
090501,Algodres,Fornos de Algodres,290
090502,Casal Vasco,Fornos de Algodres,218
090504,Figueiró da Granja,Fornos de Algodres,344
090505,Fornos de Algodres,Fornos de Algodres,1433
090507,Infias,Fornos de Algodres,262
090509,Maceira,Fornos de Algodres,245
090510,Matança,Fornos de Algodres,215
090511,Muxagata,Fornos de Algodres,223
090512,Queiriz,Fornos de Algodres,227
090517,Cortiçô e Vila Chã,Fornos de Algodres,166
090518,"Juncais, Vila Ruiva e Vila Soeiro do Chão",Fornos de Algodres,553
090519,Sobral Pichorro e Fuinhas,Fornos de Algodres,227
090602,Arcozelo,Gouveia,570
090603,Cativelos,Gouveia,610
090605,Folgosinho,Gouveia,442
090612,Nespereira,Gouveia,661
090613,Paços da Serra,Gouveia,502
090614,Ribamondego,Gouveia,262
090617,São Paio,Gouveia,699
090619,Vila Cortês da Serra,Gouveia,202
090620,Vila Franca da Serra,Gouveia,238
090621,Vila Nova de Tazem,Gouveia,1469
090623,Aldeias e Mangualde da Serra,Gouveia,424
090624,Figueiró da Serra e Freixo da Serra,Gouveia,377
090625,Gouveia,Gouveia,3150
090626,Melo e Nabais,Gouveia,800
090627,Moimenta da Serra e Vinhó,Gouveia,1071
090628,Rio Torto e Lagarinhos,Gouveia,745
090703,Aldeia do Bispo,Guarda,198
090704,Aldeia Viçosa,Guarda,267
090705,Alvendre,Guarda,186
090706,Arrifana,Guarda,555
090708,Avelãs da Ribeira,Guarda,142
090709,Benespera,Guarda,281
090711,Casal de Cinza,Guarda,483
090712,Castanheira,Guarda,298
090713,Cavadoude,Guarda,243
090714,Codesseiro,Guarda,160
090716,Faia,Guarda,180
090717,Famalicão,Guarda,458
090718,Fernão Joanes,Guarda,186
090721,Gonçalo Bocas,Guarda,204
090722,João Antão,Guarda,126
090723,Maçainhas,Guarda,977
090724,Marmeleiro,Guarda,297
090725,Meios,Guarda,150
090728,Panoias de Cima,Guarda,568
090729,Pega,Guarda,121
090730,Pêra do Moço,Guarda,793
090732,Porto da Carne,Guarda,338
090734,Ramela,Guarda,181
090738,Santana da Azinha,Guarda,528
090744,Sobral da Serra,Guarda,213
090746,Vale de Estrela,Guarda,355
090747,Valhelhas,Guarda,303
090748,Vela,Guarda,423
090749,Videmonte,Guarda,388
090750,Vila Cortês do Mondego,Guarda,283
090751,Vila Fernando,Guarda,396
090752,Vila Franca do Deão,Guarda,134
090753,Vila Garcia,Guarda,304
090757,Gonçalo,Guarda,960
090758,Guarda,Guarda,26441
090759,Jarmelo São Miguel,Guarda,276
090760,Jarmelo São Pedro,Guarda,276
090761,freguesias de Avelãs de Ambom e Rocamondo,Guarda,154
090762,freguesias de Corujeira e Trinta,Guarda,408
090763,"freguesias de Mizarela, Pêro Soares e Vila Soeiro",Guarda,200
090764,freguesias de Pousade e Albardo,Guarda,214
090765,freguesias de Rochoso e Monte Margarida,Guarda,211
090766,Adão,Guarda,258
090801,Sameiro,Manteigas,274
090802,Manteigas (Santa Maria),Manteigas,1253
090803,Manteigas (São Pedro),Manteigas,1174
090804,Vale de Amoreira,Manteigas,208
090901,Aveloso,Mêda,184
090902,Barreira,Mêda,165
090905,Coriscada,Mêda,177
090907,Longroiva,Mêda,218
090908,Marialva,Mêda,177
090912,Poço do Canto,Mêda,330
090914,Rabaçal,Mêda,220
090915,Ranhados,Mêda,234
090917,"Mêda, Outeiro de Gatos e Fonte Longa",Mêda,2399
090918,Prova e Casteição,Mêda,271
090919,"Vale Flor, Carvalhal e Pai Penela",Mêda,255
091009,Ervedosa,Pinhel,137
091010,Freixedas,Pinhel,735
091012,Lamegal,Pinhel,209
091013,Lameiras,Pinhel,200
091014,Manigoto,Pinhel,150
091015,Pala,Pinhel,415
091017,Pinhel,Pinhel,3293
091018,Pínzio,Pinhel,365
091024,Souro Pires,Pinhel,473
091027,Vascoveiro,Pinhel,156
091028,Agregação das freguesias Sul de Pinhel,Pinhel,360
091029,Alverca da Beira/Bouça Cova,Pinhel,420
091030,Terras de Massueime,Pinhel,205
091031,Valbom/Bogalhal,Pinhel,192
091032,Alto do Palurdo,Pinhel,192
091033,Vale do Côa,Pinhel,172
091034,Vale do Massueime,Pinhel,218
091035,Atalaia e Safurdão,Pinhel,200
091101,Águas Belas,Sabugal,167
091102,Aldeia do Bispo,Sabugal,239
091103,Aldeia da Ponte,Sabugal,262
091106,Aldeia Velha,Sabugal,413
091107,Alfaiates,Sabugal,360
091109,Baraçal,Sabugal,208
091110,Bendada,Sabugal,473
091111,Bismula,Sabugal,190
091112,Casteleiro,Sabugal,311
091113,Cerdeira,Sabugal,188
091114,Fóios,Sabugal,310
091118,Malcata,Sabugal,322
091120,Nave,Sabugal,230
091123,Quadrazais,Sabugal,380
091124,Quintas de São Bartolomeu,Sabugal,171
091125,Rapoula do Côa,Sabugal,268
091126,Rebolosa,Sabugal,205
091127,Rendo,Sabugal,212
091133,Sortelha,Sabugal,320
091134,Souto,Sabugal,1145
091136,Vale de Espinho,Sabugal,308
091138,Vila Boa,Sabugal,238
091139,Vila do Touro,Sabugal,177
091141,"Aldeia da Ribeira, Vilar Maior e Badamalos",Sabugal,266
091142,Lajeosa e Forcalhos,Sabugal,219
091143,"Pousafoles do Bispo, Pena Lobo e Lomba",Sabugal,390
091144,"Ruvina, Ruivós e Vale das Éguas",Sabugal,195
091145,Sabugal e Aldeia de Santo António,Sabugal,2604
091146,Santo Estêvão e Moita,Sabugal,327
091147,Seixo do Côa e Vale Longo,Sabugal,182
091201,Alvoco da Serra,Seia,331
091205,Girabolhos,Seia,241
091207,Loriga,Seia,848
091208,Paranhos,Seia,1265
091209,Pinhanços,Seia,727
091210,Sabugueiro,Seia,405
091212,Sandomil,Seia,745
091213,Santa Comba,Seia,725
091216,Santiago,Seia,1163
091219,Sazes da Beira,Seia,245
091221,Teixeira,Seia,144
091224,Travancinha,Seia,387
091225,Valezim,Seia,243
091228,Vila Cova à Coelheira,Seia,355
091230,Carragozela e Várzea de Meruge,Seia,546
091231,Sameice e Santa Eulália,Seia,508
091234,Torrozelo e Folhadosa,Seia,708
091235,Tourais e Lajes,Seia,1529
091236,Vide e Cabeça,Seia,570
091237,Lapa dos Dinheiros,Seia,201
091238,Santa Marinha,Seia,850
091239,São Martinho,Seia,515
091240,São Romão,Seia,2541
091241,Seia,Seia,5963
091301,Aldeia Nova,Trancoso,276
091303,Castanheira,Trancoso,165
091304,Cogula,Trancoso,168
091305,Cótimos,Trancoso,188
091307,Fiães,Trancoso,181
091309,Granja,Trancoso,109
091310,Guilheiro,Trancoso,126
091311,Moimentinha,Trancoso,173
091312,Moreira de Rei,Trancoso,411
091313,Palhais,Trancoso,154
091314,Póvoa do Concelho,Trancoso,248
091315,Reboleiro,Trancoso,247
091316,Rio de Mel,Trancoso,279
091321,Tamanhos,Trancoso,175
091325,Valdujo,Trancoso,158
091330,Freches e Torres,Trancoso,450
091331,"Torre do Terrenho, Sebadelhe da Serra e Terrenho",Trancoso,345
091332,Trancoso (São Pedro e Santa Maria) e Souto Maior,Trancoso,3191
091333,Vale do Seixo e Vila Garcia,Trancoso,186
091334,Vila Franca das Naves e Feital,Trancoso,876
091335,Vilares e Carnicães,Trancoso,307
091401,Almendra,Vila Nova de Foz Côa,309
091402,Castelo Melhor,Vila Nova de Foz Côa,168
091403,Cedovim,Vila Nova de Foz Côa,284
091404,Chãs,Vila Nova de Foz Côa,234
091405,Custóias,Vila Nova de Foz Côa,191
091407,Horta,Vila Nova de Foz Côa,161
091410,Muxagata,Vila Nova de Foz Côa,267
091411,Numão,Vila Nova de Foz Côa,210
091412,Santa Comba,Vila Nova de Foz Côa,145
091414,Sebadelhe,Vila Nova de Foz Côa,215
091415,Seixas,Vila Nova de Foz Côa,312
091416,Touça,Vila Nova de Foz Côa,188
091418,Freixo de Numão,Vila Nova de Foz Côa,519
091419,Vila Nova de Foz Côa,Vila Nova de Foz Côa,3101
100102,Alfeizerão,Alcobaça,3669
100104,Bárrio,Alcobaça,1411
100105,Benedita,Alcobaça,8480
100106,Cela,Alcobaça,3075
100108,Évora de Alcobaça,Alcobaça,4141
100109,Maiorga,Alcobaça,1846
100112,São Martinho do Porto,Alcobaça,3111
100114,Turquel,Alcobaça,4438
100116,Vimeiro,Alcobaça,1753
100120,Aljubarrota,Alcobaça,6243
100121,Alcobaça e Vestiaria,Alcobaça,7243
100122,"Coz, Alpedriz e Montes",Alcobaça,2826
100123,Pataias e Martingança,Alcobaça,6729
100201,Almoster,Alvaiázere,600
100204,Maçãs de Dona Maria,Alvaiázere,1495
100205,Pelmá,Alvaiázere,637
100208,Alvaiázere,Alvaiázere,1809
100209,Pussos São Pedro,Alvaiázere,1697
100301,Alvorge,Ansião,1051
100303,Avelar,Ansião,1929
100304,Chão de Couce,Ansião,1684
100306,Pousaflores,Ansião,802
100307,Santiago da Guarda,Ansião,2652
100309,Ansião,Ansião,3524
100401,Batalha,Batalha,8818
100402,Reguengo do Fetal,Batalha,1907
100403,São Mamede,Batalha,3385
100404,Golpilheira,Batalha,1447
100502,Carvalhal,Bombarral,2393
100503,Roliça,Bombarral,2545
100505,Pó,Bombarral,922
100506,Bombarral e Vale Covo,Bombarral,6886
100601,A dos Francos,Caldas da Rainha,1646
100602,Alvorninha,Caldas da Rainha,2646
100604,Carvalhal Benfeito,Caldas da Rainha,1141
100606,Foz do Arelho,Caldas da Rainha,1400
100607,Landal,Caldas da Rainha,938
100608,Nadadouro,Caldas da Rainha,1962
100609,Salir de Matos,Caldas da Rainha,2583
100611,Santa Catarina,Caldas da Rainha,2692
100615,Vidais,Caldas da Rainha,1026
100617,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",Caldas da Rainha,18540
100618,Caldas da Rainha - Santo Onofre e Serra do Bouro,Caldas da Rainha,11902
100619,Tornada e Salir do Porto,Caldas da Rainha,4434
100703,Castanheira de Pêra e Coentral,Castanheira de Pêra,2645
100801,Aguda,Figueiró dos Vinhos,909
100802,Arega,Figueiró dos Vinhos,721
100803,Campelo,Figueiró dos Vinhos,191
100806,Figueiró dos Vinhos e Bairradas,Figueiró dos Vinhos,3460
100901,Amor,Leiria,4578
100902,Arrabal,Leiria,2610
100907,Caranguejeira,Leiria,4331
100909,Coimbrão,Leiria,1726
100913,Maceira,Leiria,9141
100915,Milagres,Leiria,2829
100921,Regueira de Pontes,Leiria,2174
100925,Bajouca,Leiria,1895
100926,Bidoeira de Cima,Leiria,2236
100932,Colmeias e Memória,Leiria,3746
100933,"Leiria, Pousos, Barreira e Cortes",Leiria,34644
100934,Marrazes e Barosa,Leiria,26225
100935,Monte Real e Carvide,Leiria,5542
100937,Parceiros e Azoia,Leiria,7535
100938,Santa Catarina da Serra e Chainça,Leiria,4572
100939,Santa Eufémia e Boa Vista,Leiria,4058
100941,Carreira,Leiria,1026
100942,Monte Redondo,Leiria,4156
100943,Ortigosa,Leiria,2027
100944,Souto da Carpalhosa,Leiria,3552
101001,Marinha Grande,Marinha Grande,32322
101002,Vieira de Leiria,Marinha Grande,5406
101003,Moita,Marinha Grande,1296
101101,Famalicão,Nazaré,1664
101102,Nazaré,Nazaré,10394
101103,Valado dos Frades,Nazaré,2823
101201,A dos Negros,Óbidos,1456
101202,Amoreira,Óbidos,1033
101203,Olho Marinho,Óbidos,1361
101207,Vau,Óbidos,936
101208,Gaeiras,Óbidos,2363
101209,Usseira,Óbidos,954
101210,"Santa Maria, São Pedro e Sobral da Lagoa",Óbidos,3819
101301,Graça,Pedrógão Grande,598
101302,Pedrógão Grande,Pedrógão Grande,2256
101303,Vila Facaia,Pedrógão Grande,536
101402,Atouguia da Baleia,Peniche,9117
101405,Serra d'El-Rei,Peniche,1342
101406,Ferrel,Peniche,2759
101407,Peniche,Peniche,13211
101501,Abiul,Pombal,2236
101503,Almagreira,Pombal,2774
101504,Carnide,Pombal,1622
101505,Carriço,Pombal,3330
101506,Louriçal,Pombal,4203
101508,Pelariga,Pombal,2012
101509,Pombal,Pombal,16884
101510,Redinha,Pombal,1869
101513,Vermoil,Pombal,2436
101514,Vila Cã,Pombal,1401
101515,Meirinhas,Pombal,1649
101520,Albergaria dos Doze,Pombal,1510
101521,Guia,Pombal,2680
101522,Ilha,Pombal,1797
101523,Mata Mourisca,Pombal,1562
101524,Santiago de Litém,Pombal,1935
101525,São Simão de Litém,Pombal,1270
101602,Alqueidão da Serra,Porto de Mós,1549
101605,Calvaria de Cima,Porto de Mós,2477
101606,Juncal,Porto de Mós,3197
101608,Mira de Aire,Porto de Mós,3482
101609,Pedreiras,Porto de Mós,2548
101610,São Bento,Porto de Mós,751
101613,Serro Ventoso,Porto de Mós,892
101614,Porto de Mós - São João Baptista e São Pedro,Porto de Mós,6001
101615,Alvados e Alcaria,Porto de Mós,731
101616,Arrimal e Mendiga,Porto de Mós,1574
110106,Carnota,Alenquer,1565
110107,Meca,Alenquer,1617
110108,Olhalvo,Alenquer,1806
110109,Ota,Alenquer,1195
110113,Ventosa,Alenquer,2000
110114,Vila Verde dos Francos,Alenquer,1049
110117,Abrigada e Cabanas de Torres,Alenquer,4157
110118,Aldeia Galega da Merceana e Aldeia Gavinha,Alenquer,2911
110119,Alenquer (Santo Estêvão e Triana),Alenquer,12026
110120,Carregado e Cadafais,Alenquer,14622
110121,Ribafria e Pereiro de Palhacana,Alenquer,1494
110201,Arranhó,Arruda dos Vinhos,2584
110202,Arruda dos Vinhos,Arruda dos Vinhos,9300
110203,Cardosas,Arruda dos Vinhos,819
110204,S. Tiago dos Velhos,Arruda dos Vinhos,1289
110301,Alcoentre,Azambuja,3133
110302,Aveiras de Baixo,Azambuja,1431
110303,Aveiras de Cima,Azambuja,4669
110304,Azambuja,Azambuja,8257
110306,Vale do Paraíso,Azambuja,955
110307,Vila Nova da Rainha,Azambuja,973
110310,"Manique do Intendente, Vila Nova de São Pedro e Maçussa",Azambuja,2003
110401,Alguber,Cadaval,833
110407,Peral,Cadaval,890
110409,Vermelha,Cadaval,1248
110410,Vilar,Cadaval,1565
110411,Cadaval e Pêro Moniz,Cadaval,3697
110412,Lamas e Cercal,Cadaval,3409
110413,Painho e Figueiros,Cadaval,1730
110501,Alcabideche,Cascais,44165
110506,São Domingos de Rana,Cascais,59238
110507,Carcavelos e Parede,Cascais,46529
110508,Cascais e Estoril,Cascais,64192
110601,Ajuda,Lisboa,14306
110602,Alcântara,Lisboa,13850
110607,Beato,Lisboa,12183
110608,Benfica,Lisboa,35362
110610,Campolide,Lisboa,14787
110611,Carnide,Lisboa,18028
110618,Lumiar,Lisboa,46334
110621,Marvila,Lisboa,35479
110633,Olivais,Lisboa,32179
110639,São Domingos de Benfica,Lisboa,34076
110654,Alvalade,Lisboa,33309
110655,Areeiro,Lisboa,21160
110656,Arroios,Lisboa,33302
110657,Avenidas Novas,Lisboa,23261
110658,Belém,Lisboa,16546
110659,Campo de Ourique,Lisboa,22140
110660,Estrela,Lisboa,20267
110661,Misericórdia,Lisboa,9658
110662,Parque das Nações,Lisboa,22382
110663,Penha de França,Lisboa,28475
110664,Santa Clara,Lisboa,23645
110665,Santa Maria Maior,Lisboa,10051
110666,Santo António,Lisboa,11060
110667,São Vicente,Lisboa,13956
110702,Bucelas,Loures,4802
110705,Fanhões,Loures,2639
110707,Loures,Loures,30254
110708,Lousa,Loures,3216
110726,Moscavide e Portela,Loures,20922
110727,Sacavém e Prior Velho,Loures,24672
110728,"Santa Iria de Azoia, São João da Talha e Bobadela",Loures,44453
110729,Santo Antão e São Julião do Tojal,Loures,8605
110730,Santo António dos Cavaleiros e Frielas,Loures,28522
110731,"Camarate, Unhos e Apelação",Loures,33505
110803,Moita dos Ferreiros,Lourinhã,1671
110805,Reguengo Grande,Lourinhã,1486
110806,Santa Bárbara,Lourinhã,2031
110808,Vimeiro,Lourinhã,1565
110810,Ribamar,Lourinhã,2160
110813,Miragaia e Marteleira,Lourinhã,3479
110814,São Bartolomeu dos Galegos e Moledo,Lourinhã,1506
110815,Atalaia,Lourinhã,1820
110816,Lourinhã,Lourinhã,10522
110902,Carvoeira,Mafra,2848
110904,Encarnação,Mafra,4918
110906,Ericeira,Mafra,12359
110909,Mafra,Mafra,20781
110911,Milharado,Mafra,7645
110913,Santo Isidoro,Mafra,4396
110918,Azueira e Sobral da Abelheira,Mafra,4434
110919,"Enxara do Bispo, Gradil e Vila Franca do Rosário",Mafra,3979
110920,Igreja Nova e Cheleiros,Mafra,4693
110921,Malveira e São Miguel de Alcainça,Mafra,9647
110922,Venda do Pinheiro e Santo Estêvão das Galés,Mafra,10815
111002,Barcarena,Oeiras,14451
111009,Porto Salvo,Oeiras,15098
111012,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Oeiras,47936
111013,Carnaxide e Queijas,Oeiras,36079
111014,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",Oeiras,58094
111102,Algueirão-Mem Martins,Sintra,68649
111105,Colares,Sintra,7746
111108,Rio de Mouro,Sintra,49489
111115,Casal de Cambra,Sintra,13347
111122,Agualva e Mira-Sintra,Sintra,41323
111124,Cacém e São Marcos,Sintra,39683
111125,Massamá e Monte Abraão,Sintra,47804
111128,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",Sintra,29896
111129,Almargem do Bispo,Sintra,9261
111130,Belas,Sintra,26310
111131,Montelavar,Sintra,3676
111132,Pêro Pinheiro,Sintra,4325
111133,Queluz,Sintra,26104
111134,São João das Lampas,Sintra,12788
111135,Terrugem,Sintra,5205
111201,Santo Quintino,Sobral de Monte Agraço,3767
111202,Sapataria,Sobral de Monte Agraço,3288
111203,Sobral de Monte Agraço,Sobral de Monte Agraço,3485
111306,Freiria,Torres Vedras,2436
111310,Ponte do Rol,Torres Vedras,2547
111311,Ramalhal,Torres Vedras,3631
111314,São Pedro da Cadeira,Torres Vedras,5217
111316,Silveira,Torres Vedras,9332
111317,Turcifal,Torres Vedras,3591
111318,Ventosa,Torres Vedras,4966
111322,Campelos e Outeiro da Cabeça,Torres Vedras,3795
111323,Carvoeira e Carmões,Torres Vedras,2200
111325,Maxial e Monte Redondo,Torres Vedras,3222
111326,"Santa Maria, São Pedro e Matacães",Torres Vedras,27780
111327,A dos Cunhados,Torres Vedras,9619
111328,Dois Portos,Torres Vedras,1884
111329,Maceira,Torres Vedras,1949
111330,Runa,Torres Vedras,903
111408,Vialonga,Vila Franca de Xira,21258
111409,Vila Franca de Xira,Vila Franca de Xira,18336
111412,"Alhandra, São João dos Montes e Calhandriz",Vila Franca de Xira,12645
111413,Alverca do Ribatejo e Sobralinho,Vila Franca de Xira,36465
111414,Castanheira do Ribatejo e Cachoeiras,Vila Franca de Xira,7954
111415,Póvoa de Santa Iria e Forte da Casa,Vila Franca de Xira,40871
111512,Alfragide,Amadora,16837
111513,Águas Livres,Amadora,37607
111514,Encosta do Sol,Amadora,27093
111515,Falagueira-Venda Nova,Amadora,20788
111516,Mina de Água,Amadora,42961
111517,Venteira,Amadora,26168
111603,Odivelas,Odivelas,59586
111608,Pontinha e Famões,Odivelas,35111
111609,Póvoa de Santo Adrião e Olival Basto,Odivelas,18806
111610,Ramada e Caneças,Odivelas,34531
120101,Alter do Chão,Alter do Chão,2016
120102,Chancelaria,Alter do Chão,382
120103,Seda,Alter do Chão,355
120104,Cunheira,Alter do Chão,291
120201,Assunção,Arronches,1834
120202,Esperança,Arronches,589
120203,Mosteiros,Arronches,366
120302,Aldeia Velha,Avis,214
120303,Avis,Avis,1627
120305,Ervedal,Avis,432
120306,Figueira e Barros,Avis,248
120309,Alcórrego e Maranhão,Avis,413
120310,Benavila e Valongo,Avis,878
120401,Nossa Senhora da Expectação,Campo Maior,3684
120402,Nossa Senhora da Graça dos Degolados,Campo Maior,646
120403,São João Baptista,Campo Maior,3712
120501,Nossa Senhora da Graça de Póvoa e Meadas,Castelo de Vide,542
120502,Santa Maria da Devesa,Castelo de Vide,1393
120503,Santiago Maior,Castelo de Vide,331
120504,São João Baptista,Castelo de Vide,850
120601,Aldeia da Mata,Crato,313
120604,Gáfete,Crato,688
120605,Monte da Pedra,Crato,222
120607,"Crato e Mártires, Flor da Rosa e Vale do Peso",Crato,2002
120706,Santa Eulália,Elvas,1028
120707,São Brás e São Lourenço,Elvas,1629
120708,São Vicente e Ventosa,Elvas,732
120712,"Assunção, Ajuda, Salvador e Santo Ildefonso",Elvas,9059
120713,"Caia, São Pedro e Alcáçova",Elvas,5376
120714,Barbacena e Vila Fernando,Elvas,801
120716,Terrugem,Elvas,1031
120717,Vila Boim,Elvas,1074
120801,Cabeço de Vide,Fronteira,928
120802,Fronteira,Fronteira,1696
120803,São Saturnino,Fronteira,234
120902,Belver,Gavião,560
120903,Comenda,Gavião,692
120905,Margem,Gavião,641
120906,Gavião e Atalaia,Gavião,1501
121001,Beirã,Marvão,427
121002,Santa Maria de Marvão,Marvão,398
121003,Santo António das Areias,Marvão,961
121004,São Salvador da Aramenha,Marvão,1235
121101,Assumar,Monforte,614
121102,Monforte,Monforte,1296
121103,Santo Aleixo,Monforte,497
121104,Vaiamonte,Monforte,585
121201,Alpalhão,Nisa,989
121205,Montalvão,Nisa,290
121207,Santana,Nisa,277
121208,São Matias,Nisa,197
121210,Tolosa,Nisa,811
121211,Arez e Amieira do Tejo,Nisa,392
121212,"Espírito Santo, Nossa Senhora da Graça e São Simão",Nisa,2996
121301,Galveias,Ponte de Sor,1022
121302,Montargil,Ponte de Sor,1931
121304,Foros de Arrão,Ponte de Sor,811
121305,Longomel,Ponte de Sor,978
121309,Ponte de Sor,Ponte de Sor,8507
121310,Tramaga,Ponte de Sor,1390
121311,Vale de Açor,Ponte de Sor,609
121401,Alagoa,Portalegre,543
121402,Alegrete,Portalegre,1414
121404,Fortios,Portalegre,1785
121410,Urra,Portalegre,1701
121411,Sé e São Lourenço,Portalegre,14317
121412,Reguengo e São Julião,Portalegre,849
121413,Ribeira de Nisa e Carreiras,Portalegre,1731
121501,Cano,Sousel,1057
121502,Casa Branca,Sousel,981
121503,Santo Amaro,Sousel,539
121504,Sousel,Sousel,1783
130103,Ansiães,Amarante,516
130107,Candemil,Amarante,586
130112,Fregim,Amarante,2730
130115,Fridão,Amarante,664
130117,Gondar,Amarante,1536
130118,Jazente,Amarante,517
130119,Lomba,Amarante,820
130120,Louredo,Amarante,630
130121,Lufrei,Amarante,1594
130123,Mancelos,Amarante,2829
130126,Padronelo,Amarante,754
130128,Rebordelo,Amarante,267
130129,Salvador do Monte,Amarante,894
130134,Gouveia (São Simão),Amarante,577
130135,Telões,Amarante,3939
130136,Travanca,Amarante,2012
130138,Vila Caiz,Amarante,2849
130139,Vila Chã do Marão,Amarante,825
130141,"Aboadela, Sanche e Várzea",Amarante,1447
130142,"Amarante (São Gonçalo), Madalena, Cepelos e Gatão",Amarante,11564
130143,"Bustelo, Carneiro e Carvalho de Rei",Amarante,827
130144,Figueiró (Santiago e Santa Cristina),Amarante,3634
130145,Freixo de Cima e de Baixo,Amarante,3451
130146,Olo e Canadelo,Amarante,434
130147,Vila Meã,Amarante,4557
130148,"Vila Garcia, Aboim e Chapa",Amarante,1663
130204,Frende,Baião,580
130205,Gestaçô,Baião,1013
130206,Gove,Baião,1742
130207,Grilo,Baião,472
130208,Loivos do Monte,Baião,301
130215,Santa Marinha do Zêzere,Baião,2469
130219,Valadares,Baião,733
130220,Viariz,Baião,396
130221,Ancede e Ribadouro,Baião,2334
130222,Baião (Santa Leocádia) e Mesquinhata,Baião,731
130223,Campelo e Ovil,Baião,3686
130224,Loivos da Ribeira e Tresouras,Baião,700
130225,Santa Cruz do Douro e São Tomé de Covelas,Baião,1654
130226,Teixeira e Teixeiró,Baião,723
130301,Aião,Felgueiras,828
130302,Airães,Felgueiras,2292
130305,Friande,Felgueiras,1750
130306,Idães,Felgueiras,2550
130307,Jugueiros,Felgueiras,1220
130313,Penacova,Felgueiras,1062
130314,Pinheiro,Felgueiras,1053
130315,Pombeiro de Ribavizela,Felgueiras,2073
130317,Refontoura,Felgueiras,1897
130318,Regilde,Felgueiras,1182
130319,Revinhade,Felgueiras,799
130324,Sendim,Felgueiras,1564
130334,Macieira da Lixa e Caramos,Felgueiras,3605
130335,"Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",Felgueiras,17695
130336,"Pedreira, Rande e Sernande",Felgueiras,3289
130337,Torrados e Sousa,Felgueiras,3287
130338,Unhão e Lordelo,Felgueiras,1099
130339,Vila Cova da Lixa e Borba de Godim,Felgueiras,6081
130340,Vila Fria e Vizela (São Jorge),Felgueiras,1105
130341,Vila Verde e Santão,Felgueiras,1417
130405,Lomba,Gondomar,1284
130408,Rio Tinto,Gondomar,51083
130412,Baguim do Monte (Rio Tinto),Gondomar,14386
130413,Fânzeres e São Pedro da Cova,Gondomar,37753
130414,Foz do Sousa e Covelo,Gondomar,7034
130415,"Gondomar (São Cosme), Valbom e Jovim",Gondomar,47422
130416,Melres e Medas,Gondomar,5295
130502,Aveleda,Lousada,2127
130504,Caíde de Rei,Lousada,2423
130510,Lodares,Lousada,2063
130512,Macieira,Lousada,1285
130513,Meinedo,Lousada,3800
130515,Nevogilde,Lousada,2451
130524,Sousela,Lousada,1789
130525,Torno,Lousada,2451
130526,Vilar do Torno e Alentém,Lousada,1295
130527,Cernadelo e Lousada (São Miguel e Santa Margarida),Lousada,2140
130528,"Cristelos, Boim e Ordem",Lousada,7552
130529,Figueiras e Covas,Lousada,2145
130531,Nespereira e Casais,Lousada,3434
130532,"Silvares, Pias, Nogueira e Alvarenga",Lousada,6594
130533,Barrosas (Santo Estêvão),Lousada,1049
130534,Lustosa,Lousada,4766
130601,Águas Santas,Maia,26632
130603,Folgosa,Maia,3600
130608,Milheirós,Maia,4762
130609,Moreira,Maia,13093
130613,São Pedro Fins,Maia,1816
130616,Vila Nova da Telha,Maia,6004
130617,Pedrouços,Maia,11564
130618,Castêlo da Maia,Maia,18587
130619,Cidade da Maia,Maia,40534
130620,Nogueira e Silva Escura,Maia,8342
130704,Banho e Carvalhosa,Marco de Canaveses,1074
130705,Constance,Marco de Canaveses,1519
130722,Soalhães,Marco de Canaveses,3322
130723,Sobretâmega,Marco de Canaveses,1084
130724,Tabuado,Marco de Canaveses,1336
130730,Vila Boa do Bispo,Marco de Canaveses,3048
130732,"Alpendorada, Várzea e Torrão",Marco de Canaveses,8055
130733,Avessadas e Rosém,Marco de Canaveses,1374
130734,Bem Viver,Marco de Canaveses,3542
130735,Santo Isidoro e Livração,Marco de Canaveses,1812
130736,Marco,Marco de Canaveses,11067
130737,Paredes de Viadores e Manhuncelos,Marco de Canaveses,1534
130739,Sande e São Lourenço do Douro,Marco de Canaveses,2445
130740,"Várzea, Aliviada e Folhada",Marco de Canaveses,2346
